train_loss,val_loss,val_f1_macro,val_f1_micro,learning_rate
1.1645746762935931,0.5142784528149903,0.10379903332910345,0.43118148599269185,9.997557473810373e-05
0.3050437528353471,0.2647445697820824,0.11941796101894156,0.4870530209617756,9.990232305719946e-05
0.18097878866470776,0.18604712404367577,0.15235939463311265,0.5202863961813843,9.978031724785248e-05
0.13921137440663117,0.15316566017292838,0.1899632892778449,0.5637813211845103,9.960967771506668e-05
0.11799732847855642,0.12648678497048735,0.22542108887109166,0.5962264150943396,9.939057285945934e-05
0.11085251248799838,0.11725813747589825,0.26437267510820794,0.6166219839142091,9.912321891107012e-05
0.09877501829312398,0.11074014889602443,0.28810715988440544,0.6273062730627307,9.880787971596802e-05
0.08990453596298512,0.1029237425168052,0.3112949375549267,0.6364110589462703,9.844486647586726e-05
0.08412069013485542,0.09876479492842696,0.37047753013270257,0.6517671517671517,9.80345374410087e-05
0.08173333251705536,0.09872756215907236,0.3730943441278541,0.656441717791411,9.757729755661012e-05
0.07790143323632387,0.09452684951647547,0.38701015553443,0.6653102746693794,9.707359806323419e-05
0.07143079907848285,0.0903065208032841,0.38330574845750576,0.6680203045685279,9.652393605146847e-05
0.06851031252971063,0.09109991464678568,0.39328255086861624,0.6838644410723318,9.592885397135708e-05
0.06669930288424859,0.08825296263089617,0.4293019647045236,0.684721512519162,9.5288939097068e-05
0.061384750673404105,0.08545631448958667,0.4368065749579854,0.6983967935871743,9.460482294732424e-05
0.05707196450004211,0.08556712214045852,0.421105027671349,0.7002997002997003,9.387718066217127e-05
0.05412603966318644,0.08290933203378706,0.4498619652534615,0.7108910891089109,9.310673033669524e-05
0.051060173431268105,0.08394570671420061,0.4501473412019342,0.7153502235469449,9.229423231234978e-05
0.04568323346857841,0.08167521826183523,0.4660218558636926,0.7190452511188463,9.144048842659084e-05
0.04731012061238289,0.08307370552011119,0.4541835562830942,0.7270029673590505,9.054634122155993e-05
0.04636579943964114,0.08421554498886334,0.4596907919407789,0.7276341948310139,8.961267311259669e-05
0.04126086871211345,0.08270856721028116,0.47840918724081044,0.7311297483966452,8.864040551740159e-05
0.0417270903977064,0.08196784373913102,0.47026725150677495,0.7274529236868187,8.763049794670778e-05
0.03980319055800254,0.08313727941904359,0.48341946769003524,0.7270058708414873,8.65839470573599e-05
0.04441300590450947,0.08179019024695149,0.4869947561752168,0.7309394982784063,8.550178566873413e-05
0.03746625311099566,0.07990802909809215,0.46782893250034335,0.7282555282555283,8.438508174347012e-05
0.03677573527854223,0.08019554768582336,0.46923789000297744,0.7297029702970297,8.32349373335208e-05
0.0335696308945234,0.08077321471717522,0.4567959620226059,0.7336929867582148,8.205248749256017e-05
0.04066714716072266,0.08195354431185103,0.4819368888201826,0.7356547327121138,8.083889915582238e-05
0.03354405904045472,0.0815140052151134,0.4819941093915286,0.7403043691703486,7.959536998847746e-05
0.034008486282366975,0.08121138302083233,0.47816974711480875,0.7405590975968612,7.83231272036805e-05
0.029923411888571887,0.0811305768105365,0.48174398054975814,0.7360157016683022,7.702342635146036e-05
0.032266390123046364,0.08293660243845168,0.49734188393900536,0.7404129793510325,7.56975500796434e-05
0.029822367515701515,0.08355639712842367,0.502575802554107,0.7479197258932941,7.434680686803493e-05
0.028760076199586575,0.08503617471411028,0.4894911027702824,0.7411417322834646,7.297252973710759e-05
0.02753823224741679,0.08526466075928156,0.47836659025248807,0.7411764705882353,7.157607493247112e-05
0.027806003821583894,0.08556687982596514,0.47479657536755937,0.7355982274741507,7.015882058642166e-05
0.025998680680417097,0.08573240943196166,0.4888992511041275,0.7408491947291361,6.87221653578916e-05
0.024382414353581575,0.08631751501491962,0.49095485290098123,0.7397260273972602,6.726752705214197e-05
0.02512551324012188,0.08957102328880143,0.49338259028728026,0.7415730337078652,6.579634122155994e-05
0.02386751196418817,0.08753569762556608,0.48390869240496565,0.7425500732779677,6.431005974894189e-05
0.021102958014951302,0.08946158327446639,0.4869593660636242,0.7425790754257907,6.281014941466034e-05
0.024134286478734935,0.09145534277417278,0.48713209981886896,0.746615087040619,6.12980904491289e-05
0.02295891364606527,0.09137297745879369,0.46923716632245044,0.7462396894711305,5.977537507199341e-05
0.021309168006365117,0.08776543727357879,0.49336034203228574,0.7473275024295433,5.8243506019491463e-05
0.02132384699697678,0.08848396063078451,0.48491172231540697,0.745136186770428,5.67039950614331e-05
0.0227612263451402,0.0937124932369658,0.47724786141040915,0.7447941888619855,5.515836150926649e-05
0.023024062267862834,0.09310802862844395,0.4703604104916554,0.7470817120622568,5.3608130716701046e-05
0.019788110385147425,0.09282875510344979,0.46068366003699396,0.7476997578692494,5.205483257436738e-05
